input,prompt,response
accordion|acorn|airplane,Answer using only one word - acorn or airplane and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|acorn|apple,Answer using only one word - acorn or apple and not accordion. Which is more similar in semantic meaning to accordion?,Apple.
accordion|acorn|barrel,Answer using only one word - acorn or barrel and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|acorn|beetle,Answer using only one word - acorn or beetle and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|acorn|blowtorch,Answer using only one word - acorn or blowtorch and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|acorn|brussels sprouts,Answer using only one word - acorn or brussels sprouts and not accordion. Which is more similar in semantic meaning to accordion?,Brussels sprouts.
accordion|acorn|candy,Answer using only one word - acorn or candy and not accordion. Which is more similar in semantic meaning to accordion?,Candy.
accordion|acorn|cat,Answer using only one word - acorn or cat and not accordion. Which is more similar in semantic meaning to accordion?,Cat.
accordion|acorn|chisel,Answer using only one word - acorn or chisel and not accordion. Which is more similar in semantic meaning to accordion?,Chisel.
accordion|acorn|crowbar,Answer using only one word - acorn or crowbar and not accordion. Which is more similar in semantic meaning to accordion?,Crowbar.
accordion|acorn|fig,Answer using only one word - acorn or fig and not accordion. Which is more similar in semantic meaning to accordion?,Fig.
accordion|acorn|jeans,Answer using only one word - acorn or jeans and not accordion. Which is more similar in semantic meaning to accordion?,Jeans.
accordion|airplane|anteater,Answer using only one word - airplane or anteater and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|banana,Answer using only one word - airplane or banana and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|bed,Answer using only one word - airplane or bed and not accordion. Which is more similar in semantic meaning to accordion?,Bed.
accordion|airplane|bird,Answer using only one word - airplane or bird and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|boar,Answer using only one word - airplane or boar and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|cactus,Answer using only one word - airplane or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|carrot,Answer using only one word - airplane or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|airplane|chili,Answer using only one word - airplane or chili and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|coconut,Answer using only one word - airplane or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Airplane.
accordion|airplane|eagle,Answer using only one word - airplane or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|airplane|fly,Answer using only one word - airplane or fly and not accordion. Which is more similar in semantic meaning to accordion?,Harmonica.
accordion|aloe|ant,Answer using only one word - aloe or ant and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|bagel,Answer using only one word - aloe or bagel and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|beaver,Answer using only one word - aloe or beaver and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|belt,Answer using only one word - aloe or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|aloe|boa,Answer using only one word - aloe or boa and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|burrito,Answer using only one word - aloe or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|car,Answer using only one word - aloe or car and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|celery,Answer using only one word - aloe or celery and not accordion. Which is more similar in semantic meaning to accordion?,celery
accordion|aloe|coat,Answer using only one word - aloe or coat and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|dress,Answer using only one word - aloe or dress and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|flute,Answer using only one word - aloe or flute and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|aloe|motorcycle,Answer using only one word - aloe or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Aloe.
accordion|ant|bagel,Answer using only one word - ant or bagel and not accordion. Which is more similar in semantic meaning to accordion?,Bagel.
accordion|ant|beaver,Answer using only one word - ant or beaver and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|ant|belt,Answer using only one word - ant or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|ant|boa,Answer using only one word - ant or boa and not accordion. Which is more similar in semantic meaning to accordion?,Boa.
accordion|ant|burrito,Answer using only one word - ant or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Burrito.
accordion|ant|car,Answer using only one word - ant or car and not accordion. Which is more similar in semantic meaning to accordion?,Car.
accordion|ant|celery,Answer using only one word - ant or celery and not accordion. Which is more similar in semantic meaning to accordion?,Celery.
accordion|ant|coat,Answer using only one word - ant or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|ant|dress,Answer using only one word - ant or dress and not accordion. Which is more similar in semantic meaning to accordion?,Dress.
accordion|ant|flute,Answer using only one word - ant or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|ant|motorcycle,Answer using only one word - ant or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Motorcycle.
accordion|anteater|banana,Answer using only one word - anteater or banana and not accordion. Which is more similar in semantic meaning to accordion?,Banana.
accordion|anteater|bed,Answer using only one word - anteater or bed and not accordion. Which is more similar in semantic meaning to accordion?,Bed.
accordion|anteater|bird,Answer using only one word - anteater or bird and not accordion. Which is more similar in semantic meaning to accordion?,Bird.
accordion|anteater|boar,Answer using only one word - anteater or boar and not accordion. Which is more similar in semantic meaning to accordion?,Boar.
accordion|anteater|cactus,Answer using only one word - anteater or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Cactus.
accordion|anteater|carrot,Answer using only one word - anteater or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|anteater|chili,Answer using only one word - anteater or chili and not accordion. Which is more similar in semantic meaning to accordion?,Chili.
accordion|anteater|coconut,Answer using only one word - anteater or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Coconut.
accordion|anteater|eagle,Answer using only one word - anteater or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|anteater|fly,Answer using only one word - anteater or fly and not accordion. Which is more similar in semantic meaning to accordion?,Fly.
accordion|anvil|apple,Answer using only one word - anvil or apple and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|barrel,Answer using only one word - anvil or barrel and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|anvil|beetle,Answer using only one word - anvil or beetle and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|anvil|blowtorch,Answer using only one word - anvil or blowtorch and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|brussels sprouts,Answer using only one word - anvil or brussels sprouts and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|candy,Answer using only one word - anvil or candy and not accordion. Which is more similar in semantic meaning to accordion?,Candy.
accordion|anvil|cat,Answer using only one word - anvil or cat and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|chisel,Answer using only one word - anvil or chisel and not accordion. Which is more similar in semantic meaning to accordion?,Chisel.
accordion|anvil|crowbar,Answer using only one word - anvil or crowbar and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|fig,Answer using only one word - anvil or fig and not accordion. Which is more similar in semantic meaning to accordion?,Anvil.
accordion|anvil|jeans,Answer using only one word - anvil or jeans and not accordion. Which is more similar in semantic meaning to accordion?,Jeans.
accordion|apple|banana,Answer using only one word - apple or banana and not accordion. Which is more similar in semantic meaning to accordion?,Banana.
accordion|apple|bed,Answer using only one word - apple or bed and not accordion. Which is more similar in semantic meaning to accordion?,bed
accordion|apple|bird,Answer using only one word - apple or bird and not accordion. Which is more similar in semantic meaning to accordion?,Bird.
accordion|apple|boar,Answer using only one word - apple or boar and not accordion. Which is more similar in semantic meaning to accordion?,Boar.
accordion|apple|cactus,Answer using only one word - apple or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Cactus.
accordion|apple|carrot,Answer using only one word - apple or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|apple|chili,Answer using only one word - apple or chili and not accordion. Which is more similar in semantic meaning to accordion?,Chili.
accordion|apple|coconut,Answer using only one word - apple or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Coconut.
accordion|apple|eagle,Answer using only one word - apple or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|apple|fly,Answer using only one word - apple or fly and not accordion. Which is more similar in semantic meaning to accordion?,Fly.
accordion|artichoke|bagel,Answer using only one word - artichoke or bagel and not accordion. Which is more similar in semantic meaning to accordion?,Bagel.
accordion|artichoke|beaver,Answer using only one word - artichoke or beaver and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|artichoke|belt,Answer using only one word - artichoke or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|artichoke|boa,Answer using only one word - artichoke or boa and not accordion. Which is more similar in semantic meaning to accordion?,Boa.
accordion|artichoke|burrito,Answer using only one word - artichoke or burrito and not accordion. Which is more similar in semantic meaning to accordion?,burrito
accordion|artichoke|car,Answer using only one word - artichoke or car and not accordion. Which is more similar in semantic meaning to accordion?,Car.
accordion|artichoke|celery,Answer using only one word - artichoke or celery and not accordion. Which is more similar in semantic meaning to accordion?,Celery.
accordion|artichoke|coat,Answer using only one word - artichoke or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|artichoke|dress,Answer using only one word - artichoke or dress and not accordion. Which is more similar in semantic meaning to accordion?,Dress.
accordion|artichoke|flute,Answer using only one word - artichoke or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|artichoke|motorcycle,Answer using only one word - artichoke or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Motorcycle.
accordion|bagel|beaver,Answer using only one word - bagel or beaver and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|bagel|belt,Answer using only one word - bagel or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|bagel|boa,Answer using only one word - bagel or boa and not accordion. Which is more similar in semantic meaning to accordion?,Boa.
accordion|bagel|burrito,Answer using only one word - bagel or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Burrito.
accordion|bagel|car,Answer using only one word - bagel or car and not accordion. Which is more similar in semantic meaning to accordion?,Bagel.
accordion|bagel|celery,Answer using only one word - bagel or celery and not accordion. Which is more similar in semantic meaning to accordion?,Celery.
accordion|bagel|coat,Answer using only one word - bagel or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|bagel|dress,Answer using only one word - bagel or dress and not accordion. Which is more similar in semantic meaning to accordion?,Dress.
accordion|bagel|flute,Answer using only one word - bagel or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|bagel|motorcycle,Answer using only one word - bagel or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Bagel.
accordion|banana|bed,Answer using only one word - banana or bed and not accordion. Which is more similar in semantic meaning to accordion?,bed
accordion|banana|bird,Answer using only one word - banana or bird and not accordion. Which is more similar in semantic meaning to accordion?,Bird.
accordion|banana|boar,Answer using only one word - banana or boar and not accordion. Which is more similar in semantic meaning to accordion?,Boar.
accordion|banana|cactus,Answer using only one word - banana or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Cactus.
accordion|banana|carrot,Answer using only one word - banana or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|banana|chili,Answer using only one word - banana or chili and not accordion. Which is more similar in semantic meaning to accordion?,Chili.
accordion|banana|coconut,Answer using only one word - banana or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Coconut.
accordion|banana|eagle,Answer using only one word - banana or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|banana|fly,Answer using only one word - banana or fly and not accordion. Which is more similar in semantic meaning to accordion?,Fly.
accordion|banjo|barrel,Answer using only one word - banjo or barrel and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|banjo|beetle,Answer using only one word - banjo or beetle and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|banjo|blowtorch,Answer using only one word - banjo or blowtorch and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|banjo|brussels sprouts,Answer using only one word - banjo or brussels sprouts and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|banjo|candy,Answer using only one word - banjo or candy and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|banjo|cat,Answer using only one word - banjo or cat and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|banjo|chisel,Answer using only one word - banjo or chisel and not accordion. Which is more similar in semantic meaning to accordion?,Chisel.
accordion|banjo|crowbar,Answer using only one word - banjo or crowbar and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|banjo|fig,Answer using only one word - banjo or fig and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|banjo|jeans,Answer using only one word - banjo or jeans and not accordion. Which is more similar in semantic meaning to accordion?,Banjo.
accordion|barrel|bed,Answer using only one word - barrel or bed and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|bird,Answer using only one word - barrel or bird and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|boar,Answer using only one word - barrel or boar and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|cactus,Answer using only one word - barrel or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|carrot,Answer using only one word - barrel or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|chili,Answer using only one word - barrel or chili and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|coconut,Answer using only one word - barrel or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|eagle,Answer using only one word - barrel or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|barrel|fly,Answer using only one word - barrel or fly and not accordion. Which is more similar in semantic meaning to accordion?,Barrel.
accordion|bat|beaver,Answer using only one word - bat or beaver and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|bat|belt,Answer using only one word - bat or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|bat|boa,Answer using only one word - bat or boa and not accordion. Which is more similar in semantic meaning to accordion?,Boa.
accordion|bat|burrito,Answer using only one word - bat or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Burrito.
accordion|bat|car,Answer using only one word - bat or car and not accordion. Which is more similar in semantic meaning to accordion?,Car.
accordion|bat|celery,Answer using only one word - bat or celery and not accordion. Which is more similar in semantic meaning to accordion?,celery
accordion|bat|coat,Answer using only one word - bat or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|bat|dress,Answer using only one word - bat or dress and not accordion. Which is more similar in semantic meaning to accordion?,Dress.
accordion|bat|flute,Answer using only one word - bat or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|bat|motorcycle,Answer using only one word - bat or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Motorcycle.
accordion|beaver|belt,Answer using only one word - beaver or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|beaver|boa,Answer using only one word - beaver or boa and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|beaver|burrito,Answer using only one word - beaver or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Burrito.
accordion|beaver|car,Answer using only one word - beaver or car and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|beaver|celery,Answer using only one word - beaver or celery and not accordion. Which is more similar in semantic meaning to accordion?,Celery.
accordion|beaver|coat,Answer using only one word - beaver or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|beaver|dress,Answer using only one word - beaver or dress and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|beaver|flute,Answer using only one word - beaver or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|beaver|motorcycle,Answer using only one word - beaver or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Beaver.
accordion|bed|bird,Answer using only one word - bed or bird and not accordion. Which is more similar in semantic meaning to accordion?,Bird.
accordion|bed|boar,Answer using only one word - bed or boar and not accordion. Which is more similar in semantic meaning to accordion?,Boar.
accordion|bed|cactus,Answer using only one word - bed or cactus and not accordion. Which is more similar in semantic meaning to accordion?,bed
accordion|bed|carrot,Answer using only one word - bed or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|bed|chili,Answer using only one word - bed or chili and not accordion. Which is more similar in semantic meaning to accordion?,bed
accordion|bed|coconut,Answer using only one word - bed or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Coconut.
accordion|bed|eagle,Answer using only one word - bed or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|bed|fly,Answer using only one word - bed or fly and not accordion. Which is more similar in semantic meaning to accordion?,Bed
accordion|beet|beetle,Answer using only one word - beet or beetle and not accordion. Which is more similar in semantic meaning to accordion?,Beet.
accordion|beet|blowtorch,Answer using only one word - beet or blowtorch and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|beet|brussels sprouts,Answer using only one word - beet or brussels sprouts and not accordion. Which is more similar in semantic meaning to accordion?,Brussels sprouts.
accordion|beet|candy,Answer using only one word - beet or candy and not accordion. Which is more similar in semantic meaning to accordion?,Candy.
accordion|beet|cat,Answer using only one word - beet or cat and not accordion. Which is more similar in semantic meaning to accordion?,Beet.
accordion|beet|chisel,Answer using only one word - beet or chisel and not accordion. Which is more similar in semantic meaning to accordion?,Chisel.
accordion|beet|crowbar,Answer using only one word - beet or crowbar and not accordion. Which is more similar in semantic meaning to accordion?,Beet.
accordion|beet|fig,Answer using only one word - beet or fig and not accordion. Which is more similar in semantic meaning to accordion?,Beet.
accordion|beet|jeans,Answer using only one word - beet or jeans and not accordion. Which is more similar in semantic meaning to accordion?,Jeans.
accordion|beetle|bird,Answer using only one word - beetle or bird and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|boar,Answer using only one word - beetle or boar and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|cactus,Answer using only one word - beetle or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|carrot,Answer using only one word - beetle or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|chili,Answer using only one word - beetle or chili and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|coconut,Answer using only one word - beetle or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|eagle,Answer using only one word - beetle or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|beetle|fly,Answer using only one word - beetle or fly and not accordion. Which is more similar in semantic meaning to accordion?,Beetle.
accordion|bell|belt,Answer using only one word - bell or belt and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|bell|boa,Answer using only one word - bell or boa and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|burrito,Answer using only one word - bell or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|car,Answer using only one word - bell or car and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|celery,Answer using only one word - bell or celery and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|coat,Answer using only one word - bell or coat and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|dress,Answer using only one word - bell or dress and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|bell|flute,Answer using only one word - bell or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
accordion|bell|motorcycle,Answer using only one word - bell or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Bell.
accordion|belt|boa,Answer using only one word - belt or boa and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|burrito,Answer using only one word - belt or burrito and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|car,Answer using only one word - belt or car and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|celery,Answer using only one word - belt or celery and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|coat,Answer using only one word - belt or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|belt|dress,Answer using only one word - belt or dress and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|flute,Answer using only one word - belt or flute and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|belt|motorcycle,Answer using only one word - belt or motorcycle and not accordion. Which is more similar in semantic meaning to accordion?,Belt.
accordion|bird|boar,Answer using only one word - bird or boar and not accordion. Which is more similar in semantic meaning to accordion?,Boar.
accordion|bird|cactus,Answer using only one word - bird or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Cactus.
accordion|bird|carrot,Answer using only one word - bird or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Carrot.
accordion|bird|chili,Answer using only one word - bird or chili and not accordion. Which is more similar in semantic meaning to accordion?,Chili.
accordion|bird|coconut,Answer using only one word - bird or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Coconut.
accordion|bird|eagle,Answer using only one word - bird or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Eagle.
accordion|bird|fly,Answer using only one word - bird or fly and not accordion. Which is more similar in semantic meaning to accordion?,Fly.
accordion|blender|blowtorch,Answer using only one word - blender or blowtorch and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blender|brussels sprouts,Answer using only one word - blender or brussels sprouts and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blender|candy,Answer using only one word - blender or candy and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blender|cat,Answer using only one word - blender or cat and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blender|chisel,Answer using only one word - blender or chisel and not accordion. Which is more similar in semantic meaning to accordion?,Chisel.
accordion|blender|crowbar,Answer using only one word - blender or crowbar and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blender|fig,Answer using only one word - blender or fig and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blender|jeans,Answer using only one word - blender or jeans and not accordion. Which is more similar in semantic meaning to accordion?,Blender.
accordion|blowtorch|boar,Answer using only one word - blowtorch or boar and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blowtorch|cactus,Answer using only one word - blowtorch or cactus and not accordion. Which is more similar in semantic meaning to accordion?,Cactus.
accordion|blowtorch|carrot,Answer using only one word - blowtorch or carrot and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blowtorch|chili,Answer using only one word - blowtorch or chili and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blowtorch|coconut,Answer using only one word - blowtorch or coconut and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blowtorch|eagle,Answer using only one word - blowtorch or eagle and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blowtorch|fly,Answer using only one word - blowtorch or fly and not accordion. Which is more similar in semantic meaning to accordion?,Blowtorch.
accordion|blueberry|boa,Answer using only one word - blueberry or boa and not accordion. Which is more similar in semantic meaning to accordion?,Boa.
accordion|blueberry|burrito,Answer using only one word - blueberry or burrito and not accordion. Which is more similar in semantic meaning to accordion?,burrito
accordion|blueberry|car,Answer using only one word - blueberry or car and not accordion. Which is more similar in semantic meaning to accordion?,Car.
accordion|blueberry|celery,Answer using only one word - blueberry or celery and not accordion. Which is more similar in semantic meaning to accordion?,Celery.
accordion|blueberry|coat,Answer using only one word - blueberry or coat and not accordion. Which is more similar in semantic meaning to accordion?,Coat.
accordion|blueberry|dress,Answer using only one word - blueberry or dress and not accordion. Which is more similar in semantic meaning to accordion?,Dress.
accordion|blueberry|flute,Answer using only one word - blueberry or flute and not accordion. Which is more similar in semantic meaning to accordion?,Flute.
